run_accession	sample_accession	sample_alias	sample_title	experiment_title	library_layout	study_accession	study_title	center_name	fastq_ftp	collection_date
SRR397026	SAMN00771145	A02752	Normal colon epithelium - Subject 0005-059	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02752	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397026/SRR397026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397026/SRR397026_2.fastq.gz	
SRR397030	SAMN00771149	A02756	Normal colon epithelium - Subject 0005-064	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02756	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397030/SRR397030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397030/SRR397030_2.fastq.gz	
SRR397031	SAMN00771150	A02757	Normal colon epithelium - Subject 0005-065	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02757	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397031/SRR397031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397031/SRR397031_2.fastq.gz	
SRR397032	SAMN00771079	A02686	Colorectal tumour - Subject 0005-013	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02686	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397032/SRR397032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397032/SRR397032_2.fastq.gz	
SRR397033	SAMN00771080	A02687	Colorectal tumour - Subject 0005-014	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02687	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397033/SRR397033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397033/SRR397033_2.fastq.gz	
SRR397036	SAMN00771083	A02690	Colorectal tumour - Subject 0005-020	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02690	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397036/SRR397036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397036/SRR397036_2.fastq.gz	
SRR397044	SAMN00771091	A02698	Colorectal tumour - Subject 0005-033	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02698	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397044/SRR397044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397044/SRR397044_2.fastq.gz	
SRR397046	SAMN00771093	A02700	Colorectal tumour - Subject 0005-035	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02700	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397046/SRR397046_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397046/SRR397046_2.fastq.gz	
SRR397048	SAMN00771095	A02702	Colorectal tumour - Subject 0005-037	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02702	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397048/SRR397048_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397048/SRR397048_2.fastq.gz	
SRR397049	SAMN00771096	A02703	Colorectal tumour - Subject 0005-040	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02703	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397049/SRR397049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397049/SRR397049_2.fastq.gz	
SRR397051	SAMN00771098	A02705	Colorectal tumour - Subject 0005-043	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02705	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397051/SRR397051_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397051/SRR397051_2.fastq.gz	
SRR397055	SAMN00771102	A02709	Colorectal tumour - Subject 0005-050	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02709	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397055/SRR397055_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397055/SRR397055_2.fastq.gz	
SRR397056	SAMN00771103	A02710	Colorectal tumour - Subject 0005-052	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02710	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397056/SRR397056_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397056/SRR397056_2.fastq.gz	
SRR397059	SAMN00771106	A02713	Colorectal tumour - Subject 0005-056	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02713	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397059/SRR397059_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397059/SRR397059_2.fastq.gz	
SRR397060	SAMN00771107	A02714	Colorectal tumour - Subject 0005-057	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02714	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397060/SRR397060_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397060/SRR397060_2.fastq.gz	
SRR397064	SAMN00771111	A02718	Colorectal tumour - Subject 0005-062	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02718	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397064/SRR397064_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397064/SRR397064_2.fastq.gz	
SRR397065	SAMN00771112	A02719	Colorectal tumour - Subject 0005-063	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02719	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397065/SRR397065_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397065/SRR397065_2.fastq.gz	
SRR397068	SAMN00771115	A02722	Normal colon epithelium - Subject 0005-013	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02722	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397068/SRR397068_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397068/SRR397068_2.fastq.gz	
SRR397072	SAMN00771119	A02726	Normal colon epithelium - Subject 0005-020	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02726	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397072/SRR397072_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397072/SRR397072_2.fastq.gz	
SRR397088	SAMN00771135	A02742	Normal colon epithelium - Subject 0005-044	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02742	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397088/SRR397088_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397088/SRR397088_2.fastq.gz	
SRR397090	SAMN00771137	A02744	Normal colon epithelium - Subject 0005-049	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02744	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397090/SRR397090_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397090/SRR397090_2.fastq.gz	
SRR397093	SAMN00771140	A02747	Normal colon epithelium - Subject 0005-053	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02747	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397093/SRR397093_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397093/SRR397093_2.fastq.gz	
SRR397097	SAMN00771144	A02751	Normal colon epithelium - Subject 0005-058	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02751	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397097/SRR397097_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397097/SRR397097_2.fastq.gz	
SRR397098	SAMN00771145	A02752	Normal colon epithelium - Subject 0005-059	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02752	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397098/SRR397098_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397098/SRR397098_2.fastq.gz	
SRR397099	SAMN00771146	A02753	Normal colon epithelium - Subject 0005-060	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02753	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397099/SRR397099_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397099/SRR397099_2.fastq.gz	
SRR397100	SAMN00771147	A02754	Normal colon epithelium - Subject 0005-062	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02754	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397100/SRR397100_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397100/SRR397100_2.fastq.gz	
SRR397104	SAMN00771079	A02686	Colorectal tumour - Subject 0005-013	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02686	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397104/SRR397104_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397104/SRR397104_2.fastq.gz	
SRR397106	SAMN00771081	A02688	Colorectal tumour - Subject 0005-017	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02688	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397106/SRR397106_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397106/SRR397106_2.fastq.gz	
SRR397107	SAMN00771082	A02689	Colorectal tumour - Subject 0005-019	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02689	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397107/SRR397107_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397107/SRR397107_2.fastq.gz	
SRR397108	SAMN00771083	A02690	Colorectal tumour - Subject 0005-020	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02690	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397108/SRR397108_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397108/SRR397108_2.fastq.gz	
SRR397110	SAMN00771085	A02692	Colorectal tumour - Subject 0005-022	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02692	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397110/SRR397110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397110/SRR397110_2.fastq.gz	
SRR397112	SAMN00771087	A02694	Colorectal tumour - Subject 0005-028	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02694	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397112/SRR397112_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397112/SRR397112_2.fastq.gz	
SRR397114	SAMN00771089	A02696	Colorectal tumour - Subject 0005-031	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02696	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397114/SRR397114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397114/SRR397114_2.fastq.gz	
SRR397116	SAMN00771091	A02698	Colorectal tumour - Subject 0005-033	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02698	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397116/SRR397116_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397116/SRR397116_2.fastq.gz	
SRR397118	SAMN00771093	A02700	Colorectal tumour - Subject 0005-035	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02700	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397118/SRR397118_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397118/SRR397118_2.fastq.gz	
SRR397121	SAMN00771096	A02703	Colorectal tumour - Subject 0005-040	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02703	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397121/SRR397121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397121/SRR397121_2.fastq.gz	
SRR397123	SAMN00771098	A02705	Colorectal tumour - Subject 0005-043	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02705	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397123/SRR397123_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397123/SRR397123_2.fastq.gz	
SRR397131	SAMN00771106	A02713	Colorectal tumour - Subject 0005-056	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02713	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397131/SRR397131_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397131/SRR397131_2.fastq.gz	
SRR397133	SAMN00771108	A02715	Colorectal tumour - Subject 0005-058	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02715	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397133/SRR397133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397133/SRR397133_2.fastq.gz	
SRR397136	SAMN00771111	A02718	Colorectal tumour - Subject 0005-062	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02718	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397136/SRR397136_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397136/SRR397136_2.fastq.gz	
SRR397140	SAMN00771115	A02722	Normal colon epithelium - Subject 0005-013	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02722	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397140/SRR397140_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397140/SRR397140_2.fastq.gz	
SRR397151	SAMN00771126	A02733	Normal colon epithelium - Subject 0005-032	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02733	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397151/SRR397151_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397151/SRR397151_2.fastq.gz	
SRR397155	SAMN00771130	A02737	Normal colon epithelium - Subject 0005-036	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02737	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397155/SRR397155_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397155/SRR397155_2.fastq.gz	
SRR397157	SAMN00771132	A02739	Normal colon epithelium - Subject 0005-040	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02739	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397157/SRR397157_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397157/SRR397157_2.fastq.gz	
SRR397158	SAMN00771133	A02740	Normal colon epithelium - Subject 0005-042	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02740	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397158/SRR397158_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397158/SRR397158_2.fastq.gz	
SRR397159	SAMN00771134	A02741	Normal colon epithelium - Subject 0005-043	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02741	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397159/SRR397159_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397159/SRR397159_2.fastq.gz	
SRR397164	SAMN00771139	A02746	Normal colon epithelium - Subject 0005-052	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02746	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397164/SRR397164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397164/SRR397164_2.fastq.gz	
SRR397168	SAMN00771143	A02750	Normal colon epithelium - Subject 0005-057	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02750	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397168/SRR397168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397168/SRR397168_2.fastq.gz	
SRR397169	SAMN00771144	A02751	Normal colon epithelium - Subject 0005-058	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02751	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397169/SRR397169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397169/SRR397169_2.fastq.gz	
SRR397174	SAMN00771149	A02756	Normal colon epithelium - Subject 0005-064	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02756	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397174/SRR397174_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397174/SRR397174_2.fastq.gz	
SRR397177	SAMN00771152	A04409	Colorectal tumour - Subject 0005-067	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04409	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397177/SRR397177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397177/SRR397177_2.fastq.gz	
SRR397183	SAMN00771158	A04415	Colorectal tumour - Subject 0005-074	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04415	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397183/SRR397183_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397183/SRR397183_2.fastq.gz	
SRR397187	SAMN00771162	A04420	Colorectal tumour - Subject 0005-081	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04420	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397187/SRR397187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397187/SRR397187_2.fastq.gz	
SRR397189	SAMN00771164	A04422	Colorectal tumour - Subject 0005-085	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04422	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397189/SRR397189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397189/SRR397189_2.fastq.gz	
SRR397192	SAMN00771167	A04425	Colorectal tumour - Subject 0005-088	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04425	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397192/SRR397192_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397192/SRR397192_2.fastq.gz	
SRR397193	SAMN00771168	A04426	Colorectal tumour - Subject 0005-089	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04426	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397193/SRR397193_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397193/SRR397193_2.fastq.gz	
SRR397197	SAMN00771172	A04430	Colorectal tumour - Subject 0005-093	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04430	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397197/SRR397197_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397197/SRR397197_2.fastq.gz	
SRR397198	SAMN00771173	A04431	Colorectal tumour - Subject 0005-094	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04431	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397198/SRR397198_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397198/SRR397198_2.fastq.gz	
SRR397206	SAMN00771181	A04439	Normal colon epithelium - Subject 0005-066	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04439	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397206/SRR397206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397206/SRR397206_2.fastq.gz	
SRR397207	SAMN00771182	A04440	Normal colon epithelium - Subject 0005-067	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04440	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397207/SRR397207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397207/SRR397207_2.fastq.gz	
SRR397215	SAMN00771190	A04448	Normal colon epithelium - Subject 0005-076	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04448	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397215/SRR397215_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397215/SRR397215_2.fastq.gz	
SRR397217	SAMN00771192	A04451	Normal colon epithelium - Subject 0005-081	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04451	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397217/SRR397217_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397217/SRR397217_2.fastq.gz	
SRR397220	SAMN00771195	A04454	Normal colon epithelium - Subject 0005-086	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04454	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397220/SRR397220_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397220/SRR397220_2.fastq.gz	
SRR397227	SAMN00771202	A04461	Normal colon epithelium - Subject 0005-093	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04461	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397227/SRR397227_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397227/SRR397227_2.fastq.gz	
