run_accession	sample_accession	sample_alias	sample_title	experiment_title	library_layout	study_accession	study_title	center_name	fastq_ftp	collection_date
SRR397050	SAMN00771097	A02704	Colorectal tumour - Subject 0005-042	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02704	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397050/SRR397050_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397050/SRR397050_2.fastq.gz	
SRR397402	SAMN00771197	A04456	Normal colon epithelium - Subject 0005-088	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04456	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397402/SRR397402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397402/SRR397402_2.fastq.gz	
SRR397052	SAMN00771099	A02706	Colorectal tumour - Subject 0005-044	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02706	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397052/SRR397052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397052/SRR397052_2.fastq.gz	
SRR397405	SAMN00771200	A04459	Normal colon epithelium - Subject 0005-091	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04459	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397405/SRR397405_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397405/SRR397405_2.fastq.gz	
SRR397407	SAMN00771202	A04461	Normal colon epithelium - Subject 0005-093	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04461	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397407/SRR397407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397407/SRR397407_2.fastq.gz	
SRR397053	SAMN00771100	A02707	Colorectal tumour - Subject 0005-047	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02707	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397053/SRR397053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397053/SRR397053_2.fastq.gz	
SRR397410	SAMN00771205	A04464	Normal colon epithelium - Subject 0005-096	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04464	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397410/SRR397410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397410/SRR397410_2.fastq.gz	
SRR397054	SAMN00771101	A02708	Colorectal tumour - Subject 0005-049	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02708	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397054/SRR397054_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397054/SRR397054_2.fastq.gz	
SRR397061	SAMN00771108	A02715	Colorectal tumour - Subject 0005-058	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02715	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397061/SRR397061_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397061/SRR397061_2.fastq.gz	
SRR397069	SAMN00771116	A02723	Normal colon epithelium - Subject 0005-014	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02723	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397069/SRR397069_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397069/SRR397069_2.fastq.gz	
SRR397071	SAMN00771118	A02725	Normal colon epithelium - Subject 0005-019	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02725	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397071/SRR397071_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397071/SRR397071_2.fastq.gz	
SRR397412	SAMN00771207	A04466	Normal colon epithelium - Subject 0005-098	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04466	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397412/SRR397412_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397412/SRR397412_2.fastq.gz	
SRR397075	SAMN00771122	A02729	Normal colon epithelium - Subject 0005-027	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02729	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397075/SRR397075_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397075/SRR397075_2.fastq.gz	
SRR397413	SAMN00771208	A04467	Normal colon epithelium - Subject 0005-099	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04467	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397413/SRR397413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397413/SRR397413_2.fastq.gz	
SRR748241	SAMN01923808	CC57C-A0TBJ	CC57C Campylobacter showae sample	Illumina MiSeq sequencing: WGS analysis of C. showae sample CC57C-A0TBJ	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR748/SRR748241/SRR748241.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR748/SRR748241/SRR748241_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR748/SRR748241/SRR748241_2.fastq.gz	
SRR397077	SAMN00771124	A02731	Normal colon epithelium - Subject 0005-030	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02731	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397077/SRR397077_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397077/SRR397077_2.fastq.gz	
SRR397080	SAMN00771127	A02734	Normal colon epithelium - Subject 0005-033	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02734	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397080/SRR397080_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397080/SRR397080_2.fastq.gz	
SRR397081	SAMN00771128	A02735	Normal colon epithelium - Subject 0005-034	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02735	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397081/SRR397081_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397081/SRR397081_2.fastq.gz	
SRR397082	SAMN00771129	A02736	Normal colon epithelium - Subject 0005-035	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02736	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397082/SRR397082_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397082/SRR397082_2.fastq.gz	
SRR397083	SAMN00771130	A02737	Normal colon epithelium - Subject 0005-036	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02737	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397083/SRR397083_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397083/SRR397083_2.fastq.gz	
SRR397085	SAMN00771132	A02739	Normal colon epithelium - Subject 0005-040	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02739	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397085/SRR397085_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397085/SRR397085_2.fastq.gz	
SRR397087	SAMN00771134	A02741	Normal colon epithelium - Subject 0005-043	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02741	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397087/SRR397087_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397087/SRR397087_2.fastq.gz	
SRR397091	SAMN00771138	A02745	Normal colon epithelium - Subject 0005-050	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02745	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397091/SRR397091_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397091/SRR397091_2.fastq.gz	
SRR397094	SAMN00771141	A02748	Normal colon epithelium - Subject 0005-054	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02748	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397094/SRR397094_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397094/SRR397094_2.fastq.gz	
SRR397102	SAMN00771149	A02756	Normal colon epithelium - Subject 0005-064	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02756	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397102/SRR397102_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397102/SRR397102_2.fastq.gz	
SRR397111	SAMN00771086	A02693	Colorectal tumour - Subject 0005-027	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02693	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397111/SRR397111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397111/SRR397111_2.fastq.gz	
SRR397117	SAMN00771092	A02699	Colorectal tumour - Subject 0005-034	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02699	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397117/SRR397117_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397117/SRR397117_2.fastq.gz	
SRR397124	SAMN00771099	A02706	Colorectal tumour - Subject 0005-044	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02706	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397124/SRR397124_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397124/SRR397124_2.fastq.gz	
SRR397125	SAMN00771100	A02707	Colorectal tumour - Subject 0005-047	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02707	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397125/SRR397125_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397125/SRR397125_2.fastq.gz	
SRR397126	SAMN00771101	A02708	Colorectal tumour - Subject 0005-049	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02708	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397126/SRR397126_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397126/SRR397126_2.fastq.gz	
SRR397129	SAMN00771104	A02711	Colorectal tumour - Subject 0005-053	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02711	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397129/SRR397129_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397129/SRR397129_2.fastq.gz	
SRR397130	SAMN00771105	A02712	Colorectal tumour - Subject 0005-054	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02712	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397130/SRR397130_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397130/SRR397130_2.fastq.gz	
SRR397132	SAMN00771107	A02714	Colorectal tumour - Subject 0005-057	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02714	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397132/SRR397132_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397132/SRR397132_2.fastq.gz	
SRR397134	SAMN00771109	A02716	Colorectal tumour - Subject 0005-059	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02716	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397134/SRR397134_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397134/SRR397134_2.fastq.gz	
SRR397135	SAMN00771110	A02717	Colorectal tumour - Subject 0005-060	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02717	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397135/SRR397135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397135/SRR397135_2.fastq.gz	
SRR397138	SAMN00771113	A02720	Colorectal tumour - Subject 0005-064	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02720	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397138/SRR397138_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397138/SRR397138_2.fastq.gz	
SRR397141	SAMN00771116	A02723	Normal colon epithelium - Subject 0005-014	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02723	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397141/SRR397141_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397141/SRR397141_2.fastq.gz	
SRR397142	SAMN00771117	A02724	Normal colon epithelium - Subject 0005-017	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02724	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397142/SRR397142_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397142/SRR397142_2.fastq.gz	
SRR397144	SAMN00771119	A02726	Normal colon epithelium - Subject 0005-020	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02726	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397144/SRR397144_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397144/SRR397144_2.fastq.gz	
SRR397146	SAMN00771121	A02728	Normal colon epithelium - Subject 0005-022	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02728	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397146/SRR397146_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397146/SRR397146_2.fastq.gz	
SRR397149	SAMN00771124	A02731	Normal colon epithelium - Subject 0005-030	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02731	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397149/SRR397149_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397149/SRR397149_2.fastq.gz	
SRR397154	SAMN00771129	A02736	Normal colon epithelium - Subject 0005-035	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02736	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397154/SRR397154_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397154/SRR397154_2.fastq.gz	
